Tweet_ID,Language,Geolocation_coordinate,RT,Likes,Retweets,Country,Date Created
1365662972962562051,en,NO,NO,0,0,"",Sat Feb 27 14:00:00 +0000 2021
1365662973616881672,en,NO,NO,0,0,"",Sat Feb 27 14:00:00 +0000 2021
1365662974015283203,en,NO,NO,0,0,"",Sat Feb 27 14:00:00 +0000 2021
1365662974317191168,en,NO,NO,0,1,"",Sat Feb 27 14:00:00 +0000 2021
1365662974531096584,en,NO,YES,0,258,"",Sat Feb 27 14:00:00 +0000 2021
1365662975525289987,en,NO,NO,0,2,"",Sat Feb 27 14:00:00 +0000 2021
1365662975781072902,en,NO,NO,0,0,"",Sat Feb 27 14:00:00 +0000 2021
1365662975831515138,en,NO,NO,0,0,"",Sat Feb 27 14:00:00 +0000 2021
1365662976070406147,en,NO,NO,0,0,"",Sat Feb 27 14:00:00 +0000 2021
1365662976246644739,en,NO,NO,0,0,"",Sat Feb 27 14:00:00 +0000 2021
1365662976271929346,en,NO,NO,0,0,"",Sat Feb 27 14:00:00 +0000 2021
1365662976879984641,en,NO,NO,0,0,"",Sat Feb 27 14:00:01 +0000 2021
1365662977190490115,en,NO,NO,0,0,"",Sat Feb 27 14:00:01 +0000 2021
1365662979564298242,en,NO,NO,0,0,"",Sat Feb 27 14:00:01 +0000 2021
1365662980323508236,en,NO,NO,0,0,"",Sat Feb 27 14:00:01 +0000 2021
1365662982152183810,en,NO,NO,1,0,"",Sat Feb 27 14:00:02 +0000 2021
1365662982743719946,en,NO,NO,0,0,"",Sat Feb 27 14:00:02 +0000 2021
1365662992122183685,en,NO,NO,0,0,"",Sat Feb 27 14:00:04 +0000 2021
1365662997293666307,en,NO,YES,0,1,"",Sat Feb 27 14:00:06 +0000 2021
1365662998149357569,en,NO,YES,0,2,"",Sat Feb 27 14:00:06 +0000 2021
1365662998216335363,en,NO,YES,0,2,"",Sat Feb 27 14:00:06 +0000 2021
1365663002087817217,en,NO,YES,0,35,"",Sat Feb 27 14:00:07 +0000 2021
1365663002838630401,en,NO,YES,0,258,"",Sat Feb 27 14:00:07 +0000 2021
1365663004361170947,en,NO,NO,0,0,"",Sat Feb 27 14:00:07 +0000 2021
1365663013483802632,en,NO,YES,0,258,"",Sat Feb 27 14:00:09 +0000 2021
1365663014591098881,en,NO,YES,0,77,"",Sat Feb 27 14:00:10 +0000 2021
1365663015773765633,en,NO,YES,0,1,"",Sat Feb 27 14:00:10 +0000 2021
1365663016956624900,en,NO,NO,0,0,"",Sat Feb 27 14:00:10 +0000 2021
1365663017610919938,en,NO,NO,0,0,"",Sat Feb 27 14:00:10 +0000 2021
1365663020077043715,en,NO,YES,0,22,"",Sat Feb 27 14:00:11 +0000 2021
1365663032169418756,en,NO,YES,0,258,"",Sat Feb 27 14:00:14 +0000 2021
1365663049982607367,en,NO,NO,0,0,"",Sat Feb 27 14:00:18 +0000 2021
1365663052151091203,en,NO,NO,0,0,"",Sat Feb 27 14:00:19 +0000 2021
1365663059889455110,en,NO,YES,0,0,"",Sat Feb 27 14:00:20 +0000 2021
1365663078571003911,en,NO,NO,0,0,"",Sat Feb 27 14:00:25 +0000 2021
1365663115044655105,en,NO,YES,0,1,"",Sat Feb 27 14:00:34 +0000 2021
1365663124213403651,en,NO,NO,0,0,"",Sat Feb 27 14:00:36 +0000 2021
1365663129724682242,en,NO,YES,0,5,"",Sat Feb 27 14:00:37 +0000 2021
1365663131037556737,en,NO,YES,0,262,"",Sat Feb 27 14:00:37 +0000 2021
1365663139476475904,en,NO,NO,0,0,"",Sat Feb 27 14:00:39 +0000 2021
1365663142945189888,en,NO,YES,0,262,"",Sat Feb 27 14:00:40 +0000 2021
1365663147055583233,en,NO,YES,0,262,"",Sat Feb 27 14:00:41 +0000 2021
1365663149647687681,en,NO,YES,0,529,"",Sat Feb 27 14:00:42 +0000 2021
1365663150717157377,en,NO,NO,0,1,"",Sat Feb 27 14:00:42 +0000 2021
1365663152424288258,en,NO,YES,0,219,"",Sat Feb 27 14:00:42 +0000 2021
1365663159852351494,en,NO,NO,0,0,"",Sat Feb 27 14:00:44 +0000 2021
1365663162478055424,en,NO,NO,0,0,"",Sat Feb 27 14:00:45 +0000 2021
1365663168735887361,en,NO,YES,0,100,"",Sat Feb 27 14:00:46 +0000 2021
1365663173416681475,en,NO,YES,0,1,"",Sat Feb 27 14:00:47 +0000 2021
1365663174729564161,en,NO,NO,0,0,"",Sat Feb 27 14:00:48 +0000 2021
1365663197479469058,en,NO,NO,0,0,"",Sat Feb 27 14:00:53 +0000 2021
1365663198947536896,en,NO,NO,0,0,"",Sat Feb 27 14:00:54 +0000 2021
1365663201917075458,en,NO,YES,0,24,"",Sat Feb 27 14:00:54 +0000 2021
1365663207461965824,en,NO,YES,0,16,"",Sat Feb 27 14:00:56 +0000 2021
1365663213694685184,en,NO,NO,0,0,"",Sat Feb 27 14:00:57 +0000 2021
1365663215473016832,en,NO,YES,0,5,"",Sat Feb 27 14:00:58 +0000 2021
1365663230740283395,en,NO,NO,0,0,"",Sat Feb 27 14:01:01 +0000 2021
1365663231684018186,en,NO,YES,0,69,"",Sat Feb 27 14:01:01 +0000 2021
1365663233848340480,en,NO,YES,0,15,"",Sat Feb 27 14:01:02 +0000 2021
1365663237203767297,en,NO,NO,0,0,"",Sat Feb 27 14:01:03 +0000 2021
1365663238306807808,en,NO,NO,0,0,"",Sat Feb 27 14:01:03 +0000 2021
1365663240349442052,en,NO,YES,0,529,"",Sat Feb 27 14:01:03 +0000 2021
1365663240722735117,en,NO,YES,0,24,"",Sat Feb 27 14:01:04 +0000 2021
1365663247500632068,en,NO,YES,0,1,"",Sat Feb 27 14:01:05 +0000 2021
1365663252148072451,en,NO,NO,0,0,"",Sat Feb 27 14:01:06 +0000 2021
1365663252345196548,en,NO,NO,0,0,"",Sat Feb 27 14:01:06 +0000 2021
1365663279822098437,en,NO,YES,0,101,"",Sat Feb 27 14:01:13 +0000 2021
1365663285777997824,en,NO,NO,0,0,"",Sat Feb 27 14:01:14 +0000 2021
1365663288630136837,en,NO,YES,0,454,"",Sat Feb 27 14:01:15 +0000 2021
1365663289263415296,en,NO,YES,0,531,"",Sat Feb 27 14:01:15 +0000 2021
1365663296129552386,en,NO,YES,0,273,"",Sat Feb 27 14:01:17 +0000 2021
1365663302613934080,en,NO,YES,0,22,"",Sat Feb 27 14:01:18 +0000 2021
1365663306304913410,en,NO,YES,0,11,"",Sat Feb 27 14:01:19 +0000 2021
1365663307655483394,en,NO,NO,0,0,"",Sat Feb 27 14:01:19 +0000 2021
1365663308049702914,en,NO,YES,0,12,"",Sat Feb 27 14:01:20 +0000 2021
1365663313288458245,en,NO,YES,0,533,"",Sat Feb 27 14:01:21 +0000 2021
1365663318535462925,en,NO,NO,0,0,"",Sat Feb 27 14:01:22 +0000 2021
1365663319055609865,en,NO,YES,0,2,"",Sat Feb 27 14:01:22 +0000 2021
1365663329495187456,en,NO,YES,0,4,"",Sat Feb 27 14:01:25 +0000 2021
1365663334339670021,en,NO,YES,0,272,"",Sat Feb 27 14:01:26 +0000 2021
1365663339611885569,en,NO,NO,0,0,"",Sat Feb 27 14:01:27 +0000 2021
