Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1361978696396140544,new orleans,60,71,LOC,0.9997
1361978696408571909,nbn,132,135,ORG,0.9854
1361978696656171008,nashvillehealth covid19,5,28,MISC,0.5911
1361978696656171008,nashvillemcc,50,62,LOC,0.3423
1361978696941277193,mutt,8,12,PER,0.538
1361978696941277193,scout,14,19,PER,0.513
1361978696941277193,duncan,24,30,PER,0.9994
1361978698115735553,elan valley,17,28,LOC,0.9832
1361978698115735553,wales,64,69,LOC,0.9999
1361978698115735553,steve harris,157,169,PER,0.9995
1361978698224836609,thinkuhi,24,32,MISC,0.6447
1361978698224836609,emergency study fund,100,120,ORG,0.8941
1361978698241515520,iran,54,58,LOC,1.0
1361978698241515520,british covid-19,82,98,MISC,0.9426
1361978698275119105,university area community development corporation,4,53,ORG,0.9927
1361978698304421891,ebola,3,8,MISC,0.9874
1361978698304421891,butembo,43,50,LOC,1.0
1361978698304421891,drc,52,55,LOC,0.9657
1361978698304421891,matanda,75,82,LOC,0.9993
1361978698304421891,ebola,114,119,MISC,0.9986
1361978698367459329,covid19,90,97,MISC,0.9476
1361978698686107656,ekurhuleni,8,18,LOC,0.98
1361978698887548930,buck up,42,49,MISC,0.8465
1361978698942005250,uk,70,72,LOC,1.0
1361978699097272324,ntt,10,13,ORG,0.9998
1361978699097272324,cisco,18,23,ORG,0.9994
1361978699097272324,richard florax,25,39,PER,0.883
1361978699097272324,provincie limburg,63,80,ORG,0.9746
1361978699311157256,germany,224,231,LOC,0.9999
1361978699311157256,leavenoonebehind,233,249,LOC,0.6188
1361978701563506689,dark skies festival,148,167,MISC,0.9255
1361978701563506689,dark skies festival,191,210,MISC,0.9053
1361978702393970691,sweden,46,52,LOC,1.0
1361978702393970691,sweden,88,94,LOC,1.0
1361978702662422529,turkish,36,43,MISC,0.9996
1361978702842662918,malaysia,73,81,LOC,1.0
1361978702842662918,malaysia,192,200,LOC,0.8104
1361978702997807108,veterans art of isolation exhibition,70,106,MISC,0.7341
