Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1360529144891670528,uae,4,7,LOC,0.9932
1360529144916946946,uttar pradesh,27,40,LOC,0.981
1360529144916946946,maharashtra madhya pradesh jammu,41,73,LOC,0.8749
1360529144916946946,kashmir west bengal,78,97,LOC,0.9297
1360529144916946946,gujarat karnataka chhattisgarh,98,128,LOC,0.7005
1360529144916946946,jharkhand odisha,129,145,LOC,0.7373
1360529145013428229,cavanaugh bell,16,30,PER,0.8645
1360529145084657665,cdc,118,121,ORG,0.9739
1360529145164226566,elan valley,17,28,LOC,0.9612
1360529145164226566,wales,64,69,LOC,0.9955
1360529145164226566,penbont,168,175,LOC,0.9914
1360529145164226566,vikki forsyth,213,226,PER,0.7635
1360529145168621572,icymi,0,5,ORG,0.6668
1360529145168621572,gavinnewsom,17,28,PER,0.9602
1360529145168621572,bay area,49,57,LOC,0.9772
1360529145361539072,family day,0,10,MISC,0.8549
1360529146430902274,bangladesh,0,10,LOC,0.9993
1360529146430902274,covid19,35,42,MISC,0.6883
1360529146430902274,ahmadul haque,100,113,PER,0.995
1360529146829504513,stephen king,0,12,PER,0.9971
1360529146850516993,frances,192,199,PER,0.9481
1360529146879836165,euleaders,21,30,ORG,0.4021
1360529147479613443,cdc,30,33,ORG,0.9165
1360529147479613443,citrus connection,83,100,ORG,0.5392
1360529147563442184,air decker,28,38,ORG,0.7983
1360529147743801346,kerins,19,25,ORG,0.6455
1360529147743801346,garyyounge,286,296,PER,0.7328
1360529147920076801,bhutan,22,28,LOC,0.9999
1360529148129681414,goregaon,28,36,LOC,0.9866
1360529148175867906,dutch,106,111,MISC,0.9348
1360529148259692544,sheffieldâ,9,19,ORG,0.7999
1360529148259692544,constantinos,144,156,PER,0.9998
1360529148259692544,cyprus,184,190,LOC,0.9998
1360529148259692544,sheffhallamuni,226,240,PER,0.6996
1360529148276600834,miami,29,34,LOC,0.9945
1360529148406452225,corona,17,23,LOC,0.519
1360529148406452225,burger king,28,39,LOC,0.503
1360529148641427456,big day,100,107,MISC,0.927
1360529150537302020,glen innes,4,14,LOC,0.9383
1360529150604283906,raceforamillion,62,77,MISC,0.9094
1360529151707369472,"""valentines day""",140,155,MISC,0.9793
1360529151900401664,how to stop the next pandemicâ€™,63,95,MISC,0.8456
1360529155583070212,lake district,226,239,LOC,0.9769
1360529157256581120,facebook,12,20,ORG,0.8436
1360529157311107073,omo,0,3,LOC,0.9221
1360529157311107073,buhari,42,48,PER,0.4136
1360529157873147904,orkney,60,66,LOC,0.9966
1360529157952831491,los angeles,0,11,LOC,0.9899
1360529157952831491,world aids day,35,49,MISC,0.8024
1360529157952831491,aids healthcare foundation,51,77,ORG,0.8314
1360529157952831491,ahf,79,82,ORG,0.9935
1360529158149791752,covid19,93,100,LOC,0.7616
1360529158149791752,thailand,104,112,LOC,0.9998
1360529158179147776,sarawak,16,23,LOC,0.9984
1360529158179147776,saraâ,135,140,LOC,0.4531
1360529158565167105,vaccinefinder,23,36,ORG,0.7761
1360529158565167105,us,94,98,LOC,0.992
1360529159487959043,myanmar,8,15,LOC,0.9955
1360529160108576772,love in the time of corona,18,44,MISC,0.9516
1360529160108576772,kim seon ho,105,116,PER,0.9981
1360529160108576772,seonhohadâ,130,140,PER,0.4146
1360529160276504576,brits,6,11,MISC,0.8756
1360529160276504576,valentinesday,51,64,MISC,0.9311
1360529160276504576,british,88,95,MISC,0.9978
1360529160276504576,simon garfield,209,223,PER,0.9996
1360529160276504576,the lockdown guide to love letters,241,275,MISC,0.7385
1360529160612028417,tmf,56,59,MISC,0.6229
1360529160612028417,congress,80,88,ORG,0.7145
1360529161308225539,borisjohnson,13,25,PER,0.9631
1360529162679762949,safe lekkitollgate,44,62,MISC,0.8503
1360529163392847876,totalfitness whitefield,85,108,ORG,0.6009
1360529163707441152,mthulincube zanu,18,34,PER,0.8491
1360529163761971203,jeffersonville,209,223,LOC,0.999
1360529163782922240,tanzania,59,67,LOC,1.0
1360529164772626434,fridge clean offfridgefoodolympics sriracha,36,79,ORG,0.6695
1360529164953133059,new york,29,37,LOC,0.8293
1360529164953133059,democrats,38,47,MISC,0.8026
1360529164953133059,cuomo,74,79,PER,0.9985
