Tweet_ID,Mentions
1404181782413594629,@Johnbarron19
1404181783172685825,@1228erin
1404181783277719553,@JackieZering
1404181783277719553,@thehill
1404181783541915649,@drsimonegold
1404181783722213376,@SachaLord
1404181784213004291,@samueljmargrave
1404181784213004291,@GBNEWS
1404181785475309568,@NicolasMaduro
1404181785475309568,@HAbreuMRT
1404181785475309568,@buhopsuv
1404181785597075459,@cortesroiltman
1404181785597075459,@delcyrodriguezv
1404181786461097987,@Poder360
1404181786599604224,@Juliotskkk
1404181786599604224,@bielconn
1404181786721230852,@ammaralijan
1404181789665529858,@ivoireinfos225
1404181789686611969,@ArchRose90
1404181789724250115,@theEPEX
1404181789854294070,@RaineyTheCommie
1404181789955051524,@DwayneJay
1404181790131036162,@Jeongguklogy
1404181791217532934,@BangoBilly
1404181791527813131,@tatianasalazar
1404181791796248576,@fabiofaria
1404181791796248576,@mqueiroga2
1404181791796248576,@jairbolsonaro
1404181793121751044,@elvieroos
1404181793423740932,@realsb4feelings
1404181793788530694,@sinceridad75
1404181793788530694,@larazones
1404181793977241607,@SaksithCNA
1404181794086440972,@davidvdveken
1404181794233139201,@robdn
1404181794388201474,@PrisonPlanet
1404181794606436355,@vhopehug
1404181795663450119,@ElDickTatoR
1404181796145745941,@DwayneJay
1404181796405776396,@LeslieUggams
1404181796405776396,@TheActorsFund
1404181796754006019,@miceff
1404181796892200962,@moonriver365
1404181798335123456,@naoyafujiwara
1404181799216074769,@denizmavisi013
1404181799216074769,@TVAdalet
1404181799278891020,@MinSanteRDC
1404181799278891020,@actualitecd
1404181799463424002,@btsarmy2018x
1404181799778062337,@hoarespitall
1404181801443246085,@EssexPR
1404181801548095494,@RubensOtoni
1404181802059714568,@ItsTiti
1404181802097446912,@JustinTrudeau
1404181802097446912,@ScottMorrisonMP
1404181802097446912,@G7
1404181802198224906,@BolsonaroSP
1404181802382671872,@robertjensen
1404181802428911617,@reitschuster
1404181803175493642,@bembelly
1404181803276120090,@jihonnn
1404181803276120090,@fmonroy
1404181803276120090,@vetehugo
1404181803452219399,@antonioguterres
1404181804433641472,@ItsTiti
1404181805318672385,@PaulsEgo
1404181805343797249,@ixavieruncle
1404181805641527297,@JoeAgneya
1404181805654286342,@choloabel
1404181805821927424,@Tathastuaryan
1404181806224707591,@apresj20
1404181806245728257,@choloabel
1404181806476369935,@caan11
1404181806535090179,@choloabel
1404181807227080713,@eurallergico
1404181807227080713,@valechindamo
1404181807617261568,@TataAlmeida
1404181807873114123,@MENnewsdesk
1404181807973683202,@azucarem
1404181808133120005,@JamesMelville
1404181808279822338,@dvlotterynews
1404181808279822338,@USEmbassyNepal
1404181808279822338,@USAmbNepal
1404181809269723144,@BolsonaroSP
1404181809945006088,@malopedia
1404181809999405058,@dna
1404181810393882626,@CoronapassCy
1404181810796507142,@ItsDanaWhite
1404181811253547011,@Drmandakini3
1404181811341807620,@OmegaDiagnostic
1404181813090791428,@igiss
1404181813241827332,@juckky72
1404181813292003328,@kutsunasatoshi
1404181813925400576,@vhopehug
1404181814093172743,@svonhaxthausen
1404181814814593025,@PaulMaxit
1404181814894202881,@GrimNoir
1404181815854837763,@iamtrinidaddy
1404181816202907651,@ItsTiti
1404181816383266823,@RacerX00
1404181816454651915,@heldsolferino
1404181816924377093,@malopedia
1404181817087889424,@theEPEX
1404181817197010945,@SerkanbossBolat
1404181817197010945,@Kerembursinsp
1404181817197010945,@KeremBursin
1404181817276698630,@ArchRose90
1404181817645621250,@JackPosobiec
1404181818052653066,@gasparnou
1404181818258100237,@valys
1404181818492997639,@ARCSACZ4
1404181818518159367,@AdamBienkov
1404181818652467211,@malopedia
1404181819218612226,@ONUes
1404181819457785856,@keepnhspublic
1404181819457785856,@MGreenwoodWW
1404181819562631170,@kenanerenoglu
1404181820451733509,@zhangheqing
1404181820451733509,@globaltimesnews
1404181820799959042,@mariavhaperen
1404181820799959042,@EWindt
1404181820866977798,@C0LDGirlPower
1404181820955037708,@iriedaily94
1404181821454176260,@historicalpixes
1404181821634584580,@JackPosobiec
1404181822167306257,@NDDOH
1404181822808985606,@BolsonaroSP
1404181822888611840,@iancassel
1404181823329116162,@Telegraph
1404181823333277706,@GinoSars
1404181823530414086,@JKash000
1404181823647854593,@DohenyEye
1404181824436420617,@sammajammaz
1404181824570527748,@Twitter
1404181824570527748,@TwitterSafety
1404181824738410497,@CorbinCaptures
1404181824742379521,@choloabel
1404181824918769672,@savegrangelido
1404181824918769672,@BaronShark66
1404181824918769672,@LidoGuide
1404181824918769672,@outdoorswimmer
1404181824918769672,@StudioOctopi
1404181824918769672,@chrisromerlee
1404181824918769672,@JCJanetCarter
1404181824918769672,@JubileeParkWood
1404181825270943744,@DrDanGarcia
1404181825270943744,@KatieAllenMP
1404181825270943744,@KatieAllenMP
1404181825870872580,@edwinveldhuizen
1404181826218905603,@UNEgypt
1404181826319622144,@Alcaldiatorbes
1404181826319622144,@PCivilTachira
1404181826319622144,@juditvalderrama
1404181826319622144,@miperiodista
1404181826319622144,@saidmoanack
1404181826319622144,@Rediandes
1404181826319622144,@lorearraiz
1404181826319622144,@PoliciaTachira
1404181826319622144,@TachiraNoticias
1404181826319622144,@notitachirenses
1404181826319622144,@MinSaludVE
1404181826319622144,@FreddyBernal
1404181826319622144,@elizabethreyesl
1404181826319622144,@GabyMagilbray
1404181826319622144,@contacto937
1404181826319622144,@ponchogocho
1404181826399178752,@diannaeanderson
1404181826663485445,@annaberu
1404181826663485445,@EUCommission
1404181826755825665,@B2Community
1404181826877415429,@robertjensen
1404181827200466945,@cunegonde1944
