"","V4","total"
"994","@DearDean22",10192
"995","@OfficiallyAlly",10177
"996","@5ecretnumber",10174
"997","@takterqyira",10083
"998","@antoniokeko9",10080
"999","@gavinnewsom",10069
"1000","@acaiijawe",9972
"1001","@suthichai",9963
"1002","@BolsonaroSP",9957
"1003","@ieralee",9893
"1004","@ol7nnon",9883
"1005","@anthraxxxx",9876
"1006","@felipeneto",9795
"1007","@tastefullytayy",9651
"1008","@NCStinn",9583
"1009","@goodmiad",9529
"1010","@YouTube",9474
"1011","@sudarush",9428
"1012","@betsyrodriguez",9397
"1013","@NicholsUprising",9362
"1014","@KHJEsq",9332
"1015","@samanthariggs",9298
"1016","@fAiDaRaveE",9213
"1017","@Imamofpeace",9181
"1018","@dglo4me",9131
"1019","@SecPompeo",9121
"1020","@PanamaRedin215",8985
"1021","@globaltimesnews",8932
"1022","@syazwanismd",8919
"1023","@LBGEEVEE",8737
"1024","@topazine",8686
"1025","@WSJ",8677
"1026","@AhlulQohwah",8671
"1027","@ChinaDaily",8641
"1028","@TheWorldIsY",8533
"1029","@hels",8474
"1030","@reuters",8396
"1031","@tanawatofficial",8336
"1032","@boom13003",8270
"1033","@MoHFWINDIA",8040
"1034","@TrumpWarRoom",7942
"1035","@KarluskaP",7808
"1036","@martineekag",7760
"1037","@CorneliaLG",7741
"1038","@PrinceHAK33M",7676
"1039","@CNNIndonesia",7610
"1040","@SJimons",7540
"1041","@susyrug",7539
"1042","@DrPaulGosar",7526
"1043","@paulettasofia",7526
"1044","@ronkelawal",7512
"1045","@moodyknowsnada",7506
"1046","@who",7442
"1047","@popplioikawa",7285
"1048","@Nazeefah",7126
"1049","@KemluRI",7120
"1050","@prismnolight",7110
"1051","@janyanis",7067
"1052","@business",7055
"1053","@inteldotwav",7033
"1054","@DeanHareethhh",6884
"1055","@PDChina",6859
"1056","@HtownBabyG",6735
"1057","@PrisonPlanet",6692
"1058","@ohgeminii",6662
"1059","@ChrisMurphyCT",6555
"1060","@JeromePolin",6506
"1061","@cottoncandaddy",6477
"1062","@TomValletti",6470
"1063","@lachlan",6431
"1064","@WBYeats1865",6403
"1065","@MrVop",6362
"1066","@bancha333",6300
"1067","@micheljessica",5979
"1068","@tinyunhwa",5934
"1069","@kidmanscill",5884
"1070","@restivogab",5758
"1071","@jdrogers",5698
"1072","@celiasanchezzzz",5690
"1073","@mrspaceman",5606
"1074","@maxbrooksauthor",5555
"1075","@ravaskar",5511
"1076","@Melbrooks",5503
"1077","@MarwanCendawan",5385
"1078","@ariannalp",5181
"1079","@Nyscalo",5070
"1080","@JordanRowes",4943
"1081","@RomitBMD",4646
"1082","@labisbeticah",4396
"1083","@mysevenwhaliens",4371
"1084","@whcos",4327
"1085","@HyundaiGlobal",4325
"1086","@meaw8588",4265
"1087","@reneeyoxon",4230
"1088","@ConflictsW",4107
"1089","@ANI",3765
"1090","@btsupdatesger",3352
"1091","@HLGatell",3283
"1092","@tagemeiqi",1452
"1093","@FinanzasTime",1430
"1094","@RichardEngel",1427
"1095","@ezracheungtoto",1210
"1096","@StandNewsHK",825
