Tweet_ID,Mentions
1366301359352512514,@Shimbahillslodge
1366309286897451009,@loverofkdramas
1366297151127584769,@GuillaumeBarucq
1366297151312195584,@muzukuluwafaisi
1366297151425421312,@rosenbusch
1366297151744192517,@DtiPhilippines
1366297151756673024,@HUReinaSofia
1366297151999860737,@beritabaikid
1366297152096399360,@PabloZuloaga
1366297152180396036,@MajaDasGupta
1366297152201326594,@Gordonuacom
1366297153350475777,@ARSHDF
1366297153350475777,@pontstemaxence
1366297153350475777,@PaysOiseHalatte
1366297153656786944,@CaptJoeReilly
1366297153719726081,@DunsterBeachHut
1366297153858129922,@PLEWINSKI141
1366297153941995521,@LacioUpandGo
1366297154189426688,@elespanolcom
1366297154256478210,@Buntyshelkeinc
1366297154290122752,@NBCNewYork
1366297154386489347,@LavanyaBallal
1366297154743119872,@RYRdelaU
1366297154743119872,@10APG
1366297154755657733,@Mercy44
1366297154931863553,@LiveLancs
1366297155040808960,@yunhocosmos
1366297157230350339,@SciencesAvenir
1366297157230350339,@Inserm
1366297157964333057,@munakab
1366297157964333057,@ECAOFFICIAL
1366297158148759555,@physioswiss
1366297158232674304,@InakiLopez
1366297158232674304,@laSextaTV
1366297158232674304,@sextaNoticias
1366297158232674304,@laSextaColumna
1366297158257893378,@dominiquetaegon
1366297158648029184,@ARSHDF
1366297158648029184,@pontstemaxence
1366297158648029184,@PaysOiseHalatte
1366297158702362633,@DIVIZIO1
1366297158702362633,@autrementvotre
1366297158723469316,@sarahrose126
1366297158748618752,@MhpTbmmGrubu
1366297159184785410,@NaveenOdisha
1366297159591723013,@SkyUK
1366297159595941888,@MrTopple
1366297159964917761,@JPenerangan
1366297162414493696,@econoclasta
1366297162414493696,@mebrard
1366297162414493696,@HLGatell
1366297162414493696,@ArturoHerreraG
1366297162586333188,@yunhocosmos
1366297162833944576,@Hectorfdez
1366297162909446147,@itvwestcountry
1366297163433725955,@Esithom
1366297163442122759,@rebecca12755159
1366297163517612032,@OPensador64
1366297163517612032,@senadorhumberto
1366297163991498753,@FCLabdk
1366297163991498753,@LasseRemmer
1366297163991498753,@MartinThun
1366297164297592837,@TejasviSurya
1366297164373237760,@telegraaf
1366297164465414144,@AazaadSatyam
1366297164687753220,@AriyanaLove
1366297165132419072,@cauwelaert
1366297165132419072,@FinancialTimes
1366297165455364098,@yorgunbirliseli
1366297165765763072,@Piratenpartei
1366297165807706114,@RobertKennedyJr
