Tweet_ID,Sentiment_Label,Probability_pos
1372487944485752839,neutral,0.3689253776310001
1372487944687267842,positive,0.7450904807794423
1372487945589035010,positive,0.9869364022206542
1372487946360721408,negative,1.093249122064824e-07
1372487951054213121,negative,0.0002504065376498082
1372487963104440321,negative,0.0017646560582036527
1372487966300463106,positive,0.8970178571028853
1372487970142425089,negative,0.16460894108134297
1372487973296611329,negative,0.27775218738649105
1372487979583819779,negative,0.1669499792097593
1372487980485640192,negative,0.09401698639766119
1372487985241935872,negative,0.12492180600381007
1372487986173124609,negative,0.044099676264554515
1372487987645272069,positive,0.9367679684584718
1372487988291235841,negative,0.0017646560582036527
1372487989788602370,negative,0.0017646560582036527
1372487990610690049,negative,0.01330057462374014
1372487991000756226,negative,0.0017646560582036527
1372487992384839688,negative,0.30217594469515635
1372487993106305024,positive,0.952152284651837
1372487995069190164,negative,0.022578931232028285
1372487997334167553,negative,5.3320710527113905e-06
1372487999200563200,negative,0.12729554918453764
1372487999469015041,negative,0.23312766080084935
1372488001406779394,negative,1.3016606523415103e-06
1372488006771339265,neutral,0.4130614645849723
1372488006993649665,negative,0.00037764019337988046
1372488007333339136,negative,0.004526365838130384
1372488010231611394,negative,0.05994490191726375
1372488010676195329,negative,0.03108708617572413
1372488012358168579,neutral,0.5613515783820421
1372488015055089672,neutral,0.439625756357229
1372488015721984002,positive,0.9256677522428299
1372488016187555842,negative,0.050390326006114275
1372488016942530562,neutral,0.49789225920557484
1372488017059921925,negative,0.015931476700050143
1372488017336807428,negative,0.020001059408582517
1372488019115134976,negative,0.03486775573202455
1372488023871488001,negative,0.0018045449829280004
1372488024681025536,neutral,0.3526434678804405
1372488027231117314,neutral,0.5336901468530717
1372488040061489152,neutral,0.49789225920557484
1372488044264185860,negative,0.0017646560582036527
1372488044385816579,negative,0.0023903730504092895
1372488049184112642,negative,0.006326900210338235
1372488051516116993,neutral,0.37874993579954885
1372488051545538561,negative,0.0017646560582036527
1372488070642200576,negative,0.011536124838702332
1372488079060111364,negative,0.0017646560582036527
1372488082771955712,negative,0.29150453131543796
1372488083141238784,positive,0.9493893097758124
1372488106847436800,negative,0.0017646560582036527
1372488107665330176,negative,0.0017646560582036527
1372488111419195395,negative,6.463059192484452e-10
1372488111821881344,negative,0.15575735822926734
1372488124014731265,negative,0.18959896253804198
1372488128091541513,negative,0.11526918011092435
1372488135007997954,negative,0.2134286016975619
1372488139055501312,negative,0.0015848996924859773
1372488146374496267,negative,0.00012960758380540014
1372488147876114438,negative,0.012979392073924045
1372488148073201664,negative,0.24796077481672651
1372488148106756098,negative,0.009152865981411634
1372488148559728640,negative,5.4729364391342896e-05
1372488149654458372,negative,0.3293379235606484
1372488151961374721,negative,0.1865094818180277
1372488153982976000,negative,5.590840342488348e-05
1372488155199369218,neutral,0.3463945769695078
1372488156734484484,negative,0.11697568713398407
1372488157879537668,negative,0.1865094818180277
1372488162430361603,negative,0.049219716156446804
1372488162933678080,neutral,0.35785643069366135
1372488164544294915,negative,0.0021531122977767212
1372488167165677569,neutral,0.4737554465528978
1372488173260050436,negative,0.0008813089580242436
1372488173683679232,negative,0.0017646560582036527
1372488174572875779,negative,7.036908407522903e-05
1372488177433346050,negative,0.027217641857738235
1372488178238636034,negative,0.015382480667879308
1372488179626999809,negative,0.10015089334345083
1372488182563016706,negative,2.182879749178083e-06
1372488185691914240,negative,0.08306334425005289
1372488186560122880,neutral,0.4742964610631184
1372488187151536132,negative,0.3074370839345891
1372488189387096066,neutral,0.5756459248938741
1372488189953331200,negative,0.0009426913321379464
1372488193224929285,negative,0.07604548822766723
1372488193635913732,negative,0.0005922324798889461
1372488196030877696,negative,0.01946413174536227
1372488196483866625,positive,0.8282846965863437
1372488196643229699,negative,0.08542529397557021
1372488197259866112,negative,0.10805181770204186
1372488198631399426,negative,0.0018530668539007973
1372488199524728837,negative,0.0011630025256714352
1372488200254599168,negative,0.08863146078046447
1372488201336676355,negative,0.0003618953234439094
1372488207963713541,negative,0.00625729150930463
1372488226410270720,negative,0.012873648410008832
1372488227819491334,neutral,0.6274246123092169
1372488232336773122,negative,0.12146538345444872
1372488237437046787,negative,0.3169192104231366
1372488242596040706,neutral,0.4482813438141666
1372488246345797633,neutral,0.49789225920557484
1372488246631002113,neutral,0.362995568814749
1372488269879971844,negative,2.2382699515205346e-05
1372488269984899074,negative,0.001868110972927217
1372488271327080450,negative,0.0876150194567048
1372488280931991560,negative,3.910893993165811e-05
1372488283700219904,negative,0.0017646560582036527
1372488294542491649,positive,0.8981676544174378
1372488295511420931,negative,0.043873048904026976
1372488299873402880,negative,0.01946413174536227
1372488301144342529,neutral,0.4960187130473644
1372488309075808259,negative,0.0017646560582036527
1372488309683806208,negative,0.2426168689557748
1372488312708079619,negative,0.13902271584389753
1372488313291079681,negative,0.07329188734344648
1372488313777557507,neutral,0.4057510646472535
1372488320312348677,negative,0.3029968537174699
1372488320685592577,negative,0.0006652672836712744
1372488322510172162,negative,0.13887119814863474
1372488325123170305,negative,0.00022609736994867152
1372488325622341634,negative,0.0158039747981946
1372488327308451843,negative,0.0017646560582036527
1372488329002954755,negative,0.3146963786474824
1372488329678229506,neutral,0.5006509143096068
1372488329900519425,negative,0.0003998625577280327
1372488330760368131,positive,0.9994471162449295
1372488332618432512,negative,0.0004058976691279673
1372488333998354436,neutral,0.6050145157941592
1372488334484905988,negative,0.0063453091150391045
1372488334656819200,negative,2.1688687360608572e-05
1372488336783384580,negative,0.1865094818180277
1372488338062643204,negative,5.1344861510667054e-05
1372488338385539073,negative,5.3320710527113905e-06
1372488339161559044,negative,0.0029819932295598694
1372488342022070272,negative,0.2445062613193971
1372488343028633601,negative,0.0034818831708195693
1372488346509922305,negative,3.910893993165811e-05
1372488346954559492,negative,0.0027571514698708508
1372488348183453697,negative,0.012629521934536514
1372488349416574976,negative,0.006049480329341692
1372488350595186690,negative,0.002302775423205136
1372488351287279617,negative,0.00012316595689285763
1372488351983501314,negative,0.09314420745303627
1372488352373616650,neutral,0.38114237992824407
1372488353845805070,negative,0.1290781400412265
1372488358316945408,positive,0.9995048615942872
1372488359541678080,negative,1.6473379158090537e-08
1372488362385416192,negative,0.0017646560582036527
1372488363459158021,negative,0.001996021140232597
1372488363572408321,negative,0.05428390466992672
1372488366575513605,negative,0.0014967007020936175
1372488369264070659,negative,0.0005799803975460185
1372488374129426433,negative,0.1902468900431735
1372488376046206985,negative,0.05313828740906105
1372488376641814528,neutral,0.3317773400527087
1372488377296162817,negative,0.0007435391875888555
1372488378483101698,negative,0.15711601114968715
1372488379867271171,negative,0.12158471023967668
1372488383994474499,neutral,0.49789225920557484
1372488387458961410,negative,0.028742211744513562
1372488391212797955,negative,0.0028539002944087855
1372488396451512322,negative,3.910893993165811e-05
1372488397353287684,negative,0.1444489914770174
1372488398821326849,negative,0.0017646560582036527
1372488405293076482,negative,1.4917363131137876e-08
1372488409206419464,negative,7.551724139598744e-07
1372488412368936965,negative,0.0017646560582036527
1372488413438480386,negative,3.910893993165811e-05
1372488424809238530,negative,0.0005529958086490837
1372488453380837377,negative,0.006627945345386593
1372488455335337984,negative,0.2102043861920315
1372488456220381189,negative,0.11958939986813806
1372488456874692609,negative,0.2386234714681979
1372488464982290438,negative,0.00652319878409454
1372488468635516929,negative,0.04439033579275857
1372488468799094786,negative,0.0016374387920625611
1372488471965732866,neutral,0.4003418591744639
1372488477443567618,negative,1.1951248561071795e-06
1372488483802058753,negative,0.0009746915426539204
1372488484292861953,positive,0.8272810809107263
1372488484833873924,negative,0.0158039747981946
1372488488206106629,negative,2.598010011191986e-06
1372488496649240578,negative,0.3029968537174699
1372488499845332993,negative,0.3293379235606484
1372488500981985282,negative,0.15564365888960133
1372488501304901633,neutral,0.5706771651013434
1372488502290612224,negative,7.551724139598744e-07
1372488502869393411,negative,0.007728088754639632
1372488504454840322,negative,2.8757960922575627e-06
1372488509815148545,negative,0.0017646560582036527
1372488510511460352,negative,0.2985849620536139
1372488513539739654,negative,0.07813598975374236
1372488515146166275,positive,0.9189189514454915
1372488517050368001,neutral,0.4044132001160226
1372488519604658179,negative,0.03957419054172486
1372488522981126147,negative,0.12492180600381007
1372488525690572800,negative,0.0008186971435740001
1372488528232333314,negative,7.440852040837832e-08
1372488530430197762,negative,5.974466299362314e-05
1372488532242141184,negative,6.38626459183465e-06
1372488534544822275,negative,0.08695707905887107
1372488536704884758,negative,0.10136223360419781
1372488539347226631,negative,0.0023903730504092895
1372488539389198339,negative,0.1180639362618659
1372488542031646722,negative,0.0017646560582036527
1372488543872946179,negative,0.0025562468069443792
1372488544401420288,negative,0.2055817630113825
1372488546267840513,negative,0.01148050649558116
1372488549258366986,negative,0.3029968537174699
1372488559161135110,negative,1.1218273523778637e-05
1372488560968921089,negative,0.026120105799936223
1372488562189475841,negative,0.14199660249871773
1372488562743066628,negative,0.09977789637063958
1372488564223655943,neutral,0.437369725752128
1372488571848904705,neutral,0.5017543432377519
1372488572851253248,negative,0.014946000680858424
1372488577255419906,negative,0.0017646560582036527
1372488581739069445,neutral,0.49789225920557484
1372488594884071430,negative,7.551724139598744e-07
1372488597165764608,negative,8.67211130743075e-08
1372488606317694977,negative,0.0017646560582036527
1372488608947564544,negative,0.06582174290561767
1372488611078287364,negative,0.0017646560582036527
1372488612583989249,negative,0.05247152210384163
1372488614177804289,negative,0.25471229917956295
1372488617331994628,neutral,0.3816125698257737
1372488618774831104,negative,0.06940023513011492
1372488622453166081,negative,0.03690693368309198
1372488624114171907,negative,0.005002212375279182
1372488643638661124,negative,3.910893993165811e-05
1372488653650411521,neutral,0.49789225920557484
1372488655755968512,positive,0.7471263115098696
1372488655978250241,positive,0.9633894245446962
1372488664513658880,negative,0.027881543890877714
1372488678036103171,negative,0.1865094818180277
1372488682314342402,negative,5.1344861510667054e-05
1372488683954245634,negative,5.3320710527113905e-06
1372488684826681347,negative,2.1045913407700043e-06
1372488686013714438,negative,0.10389262629842214
1372488687699816451,negative,0.012979392073924045
1372488691361386498,negative,0.051509673905046224
1372488691365650433,negative,8.769935984255337e-07
1372488691537620999,negative,0.3104604551489274
1372488693295022080,negative,6.385457198069868e-06
1372488693479526403,negative,0.03957419054172486
1372488696855994372,negative,0.020084730764101798
1372488697455710208,negative,0.1865094818180277
1372488698630189056,negative,3.910893993165811e-05
1372488699900882946,negative,0.0009302373874591121
1372488700333019142,negative,1.1076619609594868e-06
1372488701348085762,negative,0.024812931113332035
1372488703625551873,negative,0.0018874333603075325
1372488704749604865,negative,0.1681967538284071
1372488705437540353,negative,0.0017646560582036527
1372488707375259650,negative,3.910893993165811e-05
1372488708306448384,neutral,0.41035407613896685
1372488714732118017,negative,0.000857064664561024
1372488720197255172,negative,0.021296451493867167
1372488720704737286,negative,0.03373876243976701
1372488722567036931,negative,0.1685207454459737
1372488723829555200,negative,0.1469712276865004
1372488732914429954,negative,0.2752450272129422
1372488733275123713,neutral,0.49789225920557484
1372488746126413827,negative,0.018661158273284486
1372488746843660289,negative,0.029632100634374697
1372488751167983616,negative,0.0035610015719359524
1372488760449982465,negative,0.007770946922936753
1372488761129451522,neutral,0.4666763698681591
1372488768616333316,negative,0.19208061448531957
1372488770713444352,positive,0.7540251742432831
1372488776430260224,negative,0.000872730666299725
1372488777470509057,negative,2.67142702720355e-10
1372488782012952577,negative,1.2120082394024133e-05
1372488782960861184,negative,0.0008734897865627725
1372488787478069250,neutral,0.5602075321238361
1372488789935984640,negative,0.01646265691844726
1372488797657632769,negative,0.19477976311510503
1372488802732810240,negative,0.003684210165463923
1372488805350060033,negative,0.01728371725035138
1372488806293721090,negative,0.005605266162992446
1372488806839025664,positive,0.861435922840709
1372488810483884035,negative,7.551724139598744e-07
1372488812123799552,negative,0.3104604551489274
1372488816066502666,negative,0.0008734897865627725
1372488820562743297,neutral,0.43544831182775157
1372488826342535170,negative,0.0005802973886779027
1372488834823430146,neutral,0.34236804614453276
1372488836752814083,negative,0.30738339564628764
1372488839407796227,negative,3.1957713499661305e-06
1372488841622388737,negative,0.03851127170145673
1372488847024656386,negative,7.988955101554392e-07
1372488847246905345,negative,0.04564550237435525
1372488850409459712,negative,7.988955101554392e-07
1372488852909273094,negative,0.03871018905872333
1372488854435987464,negative,0.23753725506180398
1372488855501295619,negative,1.571932078358914e-05
1372488858470772737,negative,1.0332294112705656e-06
1372488859527880704,negative,0.302121252085681
1372488863734714370,negative,0.26321516254282085
1372488864053493760,negative,3.910893993165811e-05
1372488864300949504,negative,0.14393677231180949
1372488865961947136,negative,0.0060484693976155645
1372488866955923456,negative,2.273203416735371e-05
1372488868365209606,negative,0.04564550237435525
1372488871053778944,negative,0.0017646560582036527
1372488877475307520,negative,0.0699362052529048
1372488877789831169,negative,2.8253836142646996e-08
1372488878242856960,negative,0.060901534910254906
1372488878427406343,negative,0.0017646560582036527
1372488878511259649,negative,0.01057936141191837
1372488879790551052,negative,0.008828978039230448
1372488882747498499,negative,0.00022609736994867152
1372488883791925255,negative,0.06662991597450922
1372488887793287168,negative,0.000872730666299725
1372488887986229253,negative,0.30738339564628764
1372488888825090051,negative,8.592047526841453e-08
1372488892541190144,negative,0.1687380087141559
1372488895951147015,negative,0.1469712276865004
1372488897301778437,neutral,0.49789225920557484
1372488900195844100,negative,0.0017646560582036527
1372488902750134273,negative,2.273203416735371e-05
1372488906755674116,negative,7.225180700226141e-08
1372488907380690946,negative,0.15564365888960133
1372488913806327810,negative,0.30738339564628764
1372488925974003717,negative,0.2836102500227322
1372488929782431744,negative,0.0023903730504092895
1372488935339913216,negative,0.30738339564628764
1372488935692251139,neutral,0.34236804614453276
1372488939458662400,negative,0.02394328866845123
1372488941027397632,negative,0.0017646560582036527
1372488951466967043,negative,8.098184907981157e-06
1372488952809205762,neutral,0.49789225920557484
1372488953882943489,negative,6.38626459183465e-06
1372488953945817090,negative,6.009667920757787e-07
1372488957951361024,negative,2.65000314645226e-05
1372488963211018241,neutral,0.49789225920557484
1372488966130302977,neutral,0.4482813438141666
1372488967925460993,negative,0.12458834778910281
1372488971067006976,negative,0.09477771310093511
1372488971670978567,negative,2.273203416735371e-05
1372488980164403201,negative,0.1453771160990953
1372488983423385600,negative,0.0023903730504092895
1372488990381707264,negative,6.38626459183465e-06
1372488992491499521,neutral,0.4482813438141666
1372488994777358338,negative,0.16460894108134297
1372488995364601859,negative,0.08377079501428297
1372488995368804353,neutral,0.44906250501565725
1372488996954202114,negative,7.261573977020687e-05
1372488998107627523,negative,0.0015386445672022325
1372489000095780867,neutral,0.3695151503881283
1372489005053382663,negative,2.273203416735371e-05
1372489005560963074,negative,0.022724505042665197
1372489012229849091,negative,7.551724139598744e-07
1372489013723078656,negative,0.07008727834661402
