"","Month","Date","#OR","#RT","#Total","#Geo","MaxRt","MDRT","MaxLike","MDLike","NA"
"1100",3,"2020_03_07_19",14085,45976,60061,7,335528,121,4329,0,"Mar"
"1101",3,"2020_03_07_20",9552,33767,43319,7,335537,134,133607,0,"Mar"
"1102",3,"2020_03_07_21",13668,46229,59897,12,335980,122,8304,0,"Mar"
"1103",3,"2020_03_07_22",11800,41713,53513,11,335536,130,26877,0,"Mar"
"1104",3,"2020_03_07_23",11418,39485,50903,8,335392,135,9454,0,"Mar"
"1105",3,"2020_03_08_00",12188,46484,58672,10,335520,195,18282,0,"Mar"
"1106",3,"2020_03_08_01",8512,33672,42184,7,336170,191,5422,0,"Mar"
"1107",3,"2020_03_08_02",11312,46379,57691,8,335799,293,22627,0,"Mar"
"1108",3,"2020_03_08_03",8946,40611,49557,11,335484,347,41946,0,"Mar"
"1109",3,"2020_03_08_04",8598,37640,46238,9,336192,343,3749,0,"Mar"
"1110",3,"2020_03_08_05",9531,43228,52759,10,335990,381,8252,0,"Mar"
"1111",3,"2020_03_08_06",7890,35334,43224,8,336158,356,10954,0,"Mar"
"1112",3,"2020_03_08_07",9430,36521,45951,9,335991,248,2347,0,"Mar"
"1113",3,"2020_03_08_08",13379,40961,54340,9,336133,143,15120,0,"Mar"
"1114",3,"2020_03_08_09",8701,29819,38520,12,336246,166,4841,0,"Mar"
"1115",3,"2020_03_08_10",11854,42174,54028,13,336065,213,8194,0,"Mar"
"1116",3,"2020_03_08_11",10426,37252,47678,10,335605,198,7671,0,"Mar"
"1117",3,"2020_03_08_12",10626,38803,49429,11,336173,219,143706,0,"Mar"
"1118",3,"2020_03_08_13",12385,46075,58460,12,335593,240,13785,0,"Mar"
"1119",3,"2020_03_08_14",8889,33734,42623,10,335477,212,10913,0,"Mar"
"1120",3,"2020_03_08_15",12400,46319,58719,15,335707,248,80289,0,"Mar"
"1121",3,"2020_03_08_16",8731,32549,41280,8,335881,209,8122,0,"Mar"
"1122",3,"2020_03_08_17",13247,45626,58873,15,335888,176,25757,0,"Mar"
"1123",3,"2020_03_08_18",9673,31706,41379,7,335942,117,23030,0,"Mar"
"1124",3,"2020_03_08_19",13448,43586,57034,12,335354,121,293427,0,"Mar"
"1125",3,"2020_03_08_20",9840,32421,42261,12,335701,117,49974,0,"Mar"
"1126",3,"2020_03_08_21",13350,44976,58326,8,335380,130,13996,0,"Mar"
"1127",3,"2020_03_08_22",10537,37861,48398,10,335397,158,7159,0,"Mar"
"1128",3,"2020_03_08_23",10478,38839,49317,6,335815,197,6035,0,"Mar"
"1129",3,"2020_03_09_00",11631,42618,54249,5,335378,229,16667,0,"Mar"
"1130",3,"2020_03_09_01",8105,30964,39069,2,335485,246,47622,0,"Mar"
"1131",3,"2020_03_09_02",11115,42760,53875,7,336165,316,19759,0,"Mar"
"1132",3,"2020_03_09_03",9472,40878,50350,6,336126,352,13431,0,"Mar"
"1133",3,"2020_03_09_04",7785,29874,37659,0,335970,301,9336,0,"Mar"
"1134",3,"2020_03_09_05",10326,41657,51983,8,335610,364,7319,0,"Mar"
"1135",3,"2020_03_09_06",9760,36040,45800,6,335763,204,7710,0,"Mar"
"1136",3,"2020_03_09_07",11812,34486,46298,13,335887,123,30222,0,"Mar"
"1137",3,"2020_03_09_08",13908,40365,54273,11,335871,96,14468,0,"Mar"
"1138",3,"2020_03_09_09",10242,30064,40306,7,335557,96,4277,0,"Mar"
"1139",3,"2020_03_09_10",14268,41667,55935,6,335726,103,35210,0,"Mar"
"1140",3,"2020_03_09_11",10640,32081,42721,11,335488,115,25764,0,"Mar"
"1141",3,"2020_03_09_12",13465,41744,55209,10,335981,124,5749,0,"Mar"
"1142",3,"2020_03_09_13",12321,38021,50342,20,335665,120,71883,0,"Mar"
"1143",3,"2020_03_09_14",11811,34888,46699,10,335892,115,14825,0,"Mar"
"1144",3,"2020_03_09_15",14161,42947,57108,13,336416,117,49390,0,"Mar"
"1145",3,"2020_03_09_16",9765,30230,39995,9,336610,102,28905,0,"Mar"
"1146",3,"2020_03_09_17",14308,43321,57629,13,337125,97,30163,0,"Mar"
"1147",3,"2020_03_09_18",14052,42523,56575,8,337522,97,5951,0,"Mar"
"1148",3,"2020_03_09_19",11054,32505,43559,6,337834,81,676798,0,"Mar"
"1149",3,"2020_03_09_20",14373,44794,59167,9,338156,113,146913,0,"Mar"
"1150",3,"2020_03_09_21",10978,33824,44802,7,338495,98,21423,0,"Mar"
"1151",3,"2020_03_09_22",13538,45568,59106,14,338738,145,42405,0,"Mar"
"1152",3,"2020_03_09_23",10407,38345,48752,7,339055,190,34865,0,"Mar"
"1153",3,"2020_03_10_00",10613,40257,50870,4,335989,253,26229,0,"Mar"
"1154",3,"2020_03_10_01",11694,44729,56423,5,339566,286,53567,0,"Mar"
"1155",3,"2020_03_10_02",8335,33708,42043,11,340130,257,11143,0,"Mar"
"1156",3,"2020_03_10_03",10906,42892,53798,8,340538,320,3125,0,"Mar"
"1157",3,"2020_03_10_04",10502,42908,53410,12,340967,399,49120,0,"Mar"
"1158",3,"2020_03_10_05",7450,30960,38410,12,341244,370,49753,0,"Mar"
"1159",3,"2020_03_10_06",10791,41787,52578,17,341428,270,159215,0,"Mar"
"1160",3,"2020_03_10_07",12551,41915,54466,8,341659,184,11602,0,"Mar"
"1161",3,"2020_03_10_08",9005,31226,40231,11,336147,158,6420,0,"Mar"
"1162",3,"2020_03_10_09",12034,41191,53225,11,341924,160,5048,0,"Mar"
"1163",3,"2020_03_10_10",12365,42551,54916,9,342090,158,12809,0,"Mar"
"1164",3,"2020_03_10_11",9321,30468,39789,11,342269,141,19906,0,"Mar"
"1165",3,"2020_03_10_12",12354,42597,54951,9,342503,180,9696,0,"Mar"
"1166",3,"2020_03_10_13",11742,40476,52218,7,342787,184,13817,0,"Mar"
"1167",3,"2020_03_10_14",10837,35698,46535,11,342916,138,7188,0,"Mar"
"1168",3,"2020_03_10_15",12834,41974,54808,11,343281,153,16053,0,"Mar"
"1169",3,"2020_03_10_16",9901,32456,42357,9,343451,135,39904,0,"Mar"
"1170",3,"2020_03_10_17",13661,44873,58534,19,343702,134,22269,0,"Mar"
"1171",3,"2020_03_10_18",12329,40043,52372,14,343883,106,12359,0,"Mar"
"1172",3,"2020_03_10_19",12033,37825,49858,8,344268,100,30751,0,"Mar"
"1173",3,"2020_03_10_20",14180,46292,60472,13,344470,114,33805,0,"Mar"
"1174",3,"2020_03_10_21",10310,33392,43702,7,344743,108,29882,0,"Mar"
"1175",3,"2020_03_10_22",15362,44968,60330,6,345011,114,60427,0,"Mar"
"1176",3,"2020_03_10_23",9845,34658,44503,13,345111,171,63719,0,"Mar"
"1177",3,"2020_03_11_00",12523,46265,58788,9,345338,210,3740,0,"Mar"
"1178",3,"2020_03_11_01",10689,40498,51187,3,345467,263,27232,0,"Mar"
"1179",3,"2020_03_11_02",9633,38600,48233,7,345613,292,4838,0,"Mar"
"1180",3,"2020_03_11_03",11427,44883,56310,10,345773,306,8215,0,"Mar"
"1181",3,"2020_03_11_04",8106,32944,41050,5,345893,328,10080,0,"Mar"
"1182",3,"2020_03_11_05",10815,43995,54810,15,345982,365,5439,0,"Mar"
"1183",3,"2020_03_11_06",10440,40597,51037,10,346078,245,11444,0,"Mar"
"1184",3,"2020_03_11_07",10342,34019,44361,6,346140,137,5936,0,"Mar"
"1185",3,"2020_03_11_08",12756,41923,54679,12,346209,134,18892,0,"Mar"
"1186",3,"2020_03_11_09",9986,32191,42177,10,346228,112,36908,0,"Mar"
"1187",3,"2020_03_11_10",13096,40323,53419,11,346349,93,51032,0,"Mar"
"1188",3,"2020_03_11_11",13477,42878,56355,7,346464,111,3386,0,"Mar"
"1189",3,"2020_03_11_12",9892,31852,41744,7,346497,124,3685,0,"Mar"
"1190",3,"2020_03_11_13",13615,44245,57860,17,346651,131,19797,0,"Mar"
"1191",3,"2020_03_11_14",11072,37233,48305,11,346837,152,18663,0,"Mar"
"1192",3,"2020_03_11_15",12590,40345,52935,10,346942,149,279596,0,"Mar"
"1193",3,"2020_03_11_16",14905,46201,61106,12,346993,137,32125,0,"Mar"
"1194",3,"2020_03_11_17",11042,33815,44857,11,347063,103,94863,0,"Mar"
"1195",3,"2020_03_11_18",14732,46251,60983,14,347302,127,162339,0,"Mar"
"1196",3,"2020_03_11_19",11560,37178,48738,5,335603,125,8587,0,"Mar"
"1197",3,"2020_03_11_20",14844,43630,58474,11,347456,90,11587,0,"Mar"
"1198",3,"2020_03_11_21",12086,37432,49518,12,347542,105,33076,0,"Mar"
"1199",3,"2020_03_11_22",11826,38103,49929,15,335447,143,16047,0,"Mar"
"1200",3,"2020_03_11_23",12596,44700,57296,5,347705,213,68195,0,"Mar"
"1201",3,"2020_03_12_00",9953,37084,47037,12,335849,248,4352,0,"Mar"
"1202",3,"2020_03_12_01",16370,48041,64411,11,347806,211,144459,0,"Mar"
"1203",3,"2020_03_12_02",9487,33939,43426,7,347971,355,25693,0,"Mar"
"1204",3,"2020_03_12_03",11324,46077,57401,8,348091,561,193867,0,"Mar"
"1205",3,"2020_03_12_04",8666,39823,48489,4,336194,779,291519,0,"Mar"
"1206",3,"2020_03_12_05",8956,41983,50939,8,348213,751,25408,0,"Mar"
"1207",3,"2020_03_12_06",10213,45907,56120,10,336008,563,3616,0,"Mar"
"1208",3,"2020_03_12_07",8475,32802,41277,6,300654,352,66513,0,"Mar"
"1209",3,"2020_03_12_08",11686,44299,55985,7,348313,311,142784,0,"Mar"
"1210",3,"2020_03_12_09",11431,42837,54268,6,336244,299.5,138479,0,"Mar"
"1211",3,"2020_03_12_10",9438,34991,44429,7,348416,256,28474,0,"Mar"
"1212",3,"2020_03_12_11",12485,45694,58179,9,348449,274,16272,0,"Mar"
"1213",3,"2020_03_12_12",8517,30628,39145,7,336161,283,10713,0,"Mar"
"1214",3,"2020_03_12_13",11804,40193,51997,7,336234,292,34081,0,"Mar"
"1215",3,"2020_03_12_14",13155,45066,58221,11,348631,336,8077,0,"Mar"
"1216",3,"2020_03_12_15",9526,33274,42800,13,348721,303.5,58876,0,"Mar"
"1217",3,"2020_03_12_16",13246,43870,57116,9,335528,207,2532,0,"Mar"
"1218",3,"2020_03_12_17",11384,39013,50397,10,336202,202,16959,0,"Mar"
"1219",3,"2020_03_12_18",8353,29355,37708,10,249898,195,10035,0,"Mar"
"1220",3,"2020_03_12_19",9058,31779,40837,8,335791,193,4692,0,"Mar"
"1221",3,"2020_03_12_20",7951,27624,35575,2,335684,189,3164,0,"Mar"
"1222",3,"2020_03_12_21",10765,38895,49660,9,336116,268,22911,0,"Mar"
"1223",3,"2020_03_12_22",11340,39816,51156,9,336161,348.5,10813,0,"Mar"
"1224",3,"2020_03_12_23",9467,38517,47984,15,349122,556.5,10367,0,"Mar"
"1225",3,"2020_03_13_00",10166,42556,52722,9,335755,614.5,33251,0,"Mar"
"1226",3,"2020_03_13_01",10330,45471,55801,13,335385,780,31852,0,"Mar"
"1227",3,"2020_03_13_02",7560,33973,41533,6,349226,745,86355,0,"Mar"
"1228",3,"2020_03_13_03",9628,44808,54436,12,336081,867.5,27656,0,"Mar"
"1229",3,"2020_03_13_04",9103,44477,53580,14,335644,1071.5,16385,0,"Mar"
"1230",3,"2020_03_13_05",6502,32811,39313,5,349364,1057,340001,0,"Mar"
"1231",3,"2020_03_13_06",9157,43109,52266,6,335518,788,35460,0,"Mar"
"1232",3,"2020_03_13_07",10538,41896,52434,8,349435,420,7773,0,"Mar"
"1233",3,"2020_03_13_08",7419,30833,38252,12,349457,368,5808,0,"Mar"
"1234",3,"2020_03_13_09",10564,40935,51499,10,349507,342,35458,0,"Mar"
"1235",3,"2020_03_13_10",10852,41197,52049,9,300731,346,9993,0,"Mar"
"1236",3,"2020_03_13_11",9106,33896,43002,9,336090,315,220350,0,"Mar"
"1237",3,"2020_03_13_12",11489,42805,54294,13,349638,345,20676,0,"Mar"
"1238",3,"2020_03_13_13",12017,44732,56748,18,335590,363,63272,0,"Mar"
"1239",3,"2020_03_13_14",9831,36675,46506,14,349755,344,7184,0,"Mar"
"1240",3,"2020_03_13_15",10714,38248,48962,10,336145,360,18314,0,"Mar"
"1241",3,"2020_03_13_16",11325,42792,54117,15,335490,353,9235,0,"Mar"
"1242",3,"2020_03_13_17",8661,33357,42018,11,311956,303,560902,0,"Mar"
"1243",3,"2020_03_13_18",10755,40537,51292,20,349968,297,7967,0,"Mar"
"1244",3,"2020_03_13_19",12360,44790,57150,15,335556,250,16663,0,"Mar"
"1245",3,"2020_03_13_20",9944,39716,49660,8,336243,354,19351,0,"Mar"
"1246",3,"2020_03_13_21",8839,35728,44567,14,336194,402,144583,0,"Mar"
"1247",3,"2020_03_13_22",7349,30171,37520,13,311768,610,60720,0,"Mar"
"1248",3,"2020_03_13_23",8749,36963,45712,13,335601,774,63966,0,"Mar"
"1249",3,"2020_03_14_00",8182,37277,45459,6,336246,980,19067,0,"Mar"
"1250",3,"2020_03_14_01",7895,38243,46138,7,335390,830,19156,0,"Mar"
"1251",3,"2020_03_14_02",9491,47129,56620,15,336065,1058,8097,0,"Mar"
"1252",3,"2020_03_14_03",7206,37938,45144,7,312021,1316.5,4046,0,"Mar"
"1253",3,"2020_03_14_04",8047,43045,51092,5,335746,1635,30246,0,"Mar"
"1254",3,"2020_03_14_05",8136,44946,53082,4,350290,1537,83047,0,"Mar"
"1255",3,"2020_03_14_06",7232,36609,43841,4,311717,1073,65303,0,"Mar"
"1256",3,"2020_03_14_07",10119,42345,52464,19,335446,557,6478,0,"Mar"
"1257",3,"2020_03_14_08",8051,36347,44398,14,335356,494,3408,0,"Mar"
"1258",3,"2020_03_14_09",10304,43595,53899,11,311983,443,9534,0,"Mar"
"1259",3,"2020_03_14_10",7414,30914,38328,8,335885,462,3611,0,"Mar"
"1260",3,"2020_03_14_11",10466,45125,55591,17,335554,505,4532,0,"Mar"
"1261",3,"2020_03_14_12",9604,41486,51090,12,335626,528,19019,0,"Mar"
"1262",3,"2020_03_14_13",8652,37333,45985,12,336154,484,3730,0,"Mar"
"1263",3,"2020_03_14_14",10823,45722,56545,12,336119,516,20168,0,"Mar"
"1264",3,"2020_03_14_15",8233,35336,43569,17,350461,544,28108,0,"Mar"
"1265",3,"2020_03_14_16",10564,44795,55359,18,350484,515,14320,0,"Mar"
"1266",3,"2020_03_14_17",10765,45344,56109,21,311924,428,7042,0,"Mar"
"1267",3,"2020_03_14_18",9181,39104,48285,14,312043,409,13665,0,"Mar"
"1268",3,"2020_03_14_19",8249,34256,42505,17,335408,364,19237,0,"Mar"
"1269",3,"2020_03_14_20",11598,45821,57419,21,350528,299,18050,0,"Mar"
"1270",3,"2020_03_14_21",10967,45078,56045,22,335399,295,57097,0,"Mar"
"1271",3,"2020_03_14_22",8307,35361,43668,7,350562,312,2886,0,"Mar"
"1272",3,"2020_03_14_23",10660,45277,55937,12,336127,364,27841,0,"Mar"
"1273",3,"2020_03_15_00",8479,39192,47671,11,335605,482,56432,0,"Mar"
"1274",3,"2020_03_15_01",8488,39958,48446,13,350627,534,6927,0,"Mar"
"1275",3,"2020_03_15_02",9818,44959,54777,10,350628,575,21516,0,"Mar"
"1276",3,"2020_03_15_03",6797,34095,40892,14,335984,688,4024,0,"Mar"
"1277",3,"2020_03_15_04",8728,43878,52606,11,335438,857.5,7583,0,"Mar"
"1278",3,"2020_03_15_05",9074,44286,53360,6,335862,795,21907,0,"Mar"
"1279",3,"2020_03_15_06",6415,32652,39067,4,336124,721,35683,0,"Mar"
"1280",3,"2020_03_15_07",10260,43447,53707,7,350730,484,39466,0,"Mar"
"1281",3,"2020_03_15_08",9569,42626,52195,13,350738,411,52079,0,"Mar"
"1282",3,"2020_03_15_09",7804,33479,41283,8,350753,349,2722,0,"Mar"
"1283",3,"2020_03_15_10",10230,42796,53026,14,311813,379.5,11978,0,"Mar"
"1284",3,"2020_03_15_11",9774,41123,50897,18,335559,360,82001,0,"Mar"
"1285",3,"2020_03_15_12",7930,32796,40726,9,350797,361,3692,0,"Mar"
"1286",3,"2020_03_15_13",10657,44042,54699,13,350833,329,173993,0,"Mar"
"1287",3,"2020_03_15_14",9051,37239,46290,20,311932,325,46879,0,"Mar"
"1288",3,"2020_03_15_15",10621,41901,52522,20,335791,281,26367,0,"Mar"
"1289",3,"2020_03_15_16",11502,44648,56150,17,311898,280,205216,0,"Mar"
"1290",3,"2020_03_15_17",8273,32540,40813,15,311813,241,85491,0,"Mar"
"1291",3,"2020_03_15_18",11126,42687,53813,20,335383,250,23448,0,"Mar"
"1292",3,"2020_03_15_19",10744,43219,53963,24,311922,265,31869,0,"Mar"
"1293",3,"2020_03_15_20",8079,32402,40481,12,311792,244,83986,0,"Mar"
"1294",3,"2020_03_15_21",10531,40330,50861,19,335817,230,86458,0,"Mar"
"1295",3,"2020_03_15_22",10777,44454,55231,25,335989,317,19623,0,"Mar"
"1296",3,"2020_03_15_23",10364,43875,54239,18,335745,397,26357,0,"Mar"
"1297",3,"2020_03_16_00",8290,34676,42966,9,311766,363,11738,0,"Mar"
"1298",3,"2020_03_16_01",10098,44439,54537,23,335931,542,37069,0,"Mar"
"1299",3,"2020_03_16_02",9354,42565,51919,10,335808,553,16654,0,"Mar"
"1300",3,"2020_03_16_03",7585,34036,41621,9,335625,579,4568,0,"Mar"
"1301",3,"2020_03_16_04",8983,42409,51392,10,311983,747,8732,0,"Mar"
"1302",3,"2020_03_16_05",7180,34328,41508,13,311964,698,357771,0,"Mar"
"1303",3,"2020_03_16_06",9230,42915,52145,13,335856,536,2928,0,"Mar"
"1304",3,"2020_03_16_07",10341,41327,51668,10,311957,335,25314,0,"Mar"
"1305",3,"2020_03_16_08",7763,30665,38428,16,311930,285,14744,0,"Mar"
"1306",3,"2020_03_16_09",10502,40339,50841,20,311781,255,26538,0,"Mar"
"1307",3,"2020_03_16_10",10755,40916,51671,10,350881,244,6834,0,"Mar"
"1308",3,"2020_03_16_11",9301,34418,43719,18,282564,242,5832,0,"Mar"
"1309",3,"2020_03_16_12",10395,37087,47482,22,311953,235,60061,0,"Mar"
"1310",3,"2020_03_16_13",11315,41698,53013,22,311810,240,74786,0,"Mar"
"1311",3,"2020_03_16_14",10728,39282,50010,18,350861,237,6195,0,"Mar"
"1312",3,"2020_03_16_15",9265,33640,42905,13,336123,206,13109,0,"Mar"
"1313",3,"2020_03_16_16",12052,42138,54190,31,312024,194,32089,0,"Mar"
"1314",3,"2020_03_16_17",12110,40340,52450,16,336144,136,18831,0,"Mar"
"1315",3,"2020_03_16_18",10429,34924,45353,18,312012,154,507958,0,"Mar"
"1316",3,"2020_03_16_19",12355,42076,54431,19,335826,180,36609,0,"Mar"
"1317",3,"2020_03_16_20",9017,31625,40642,19,335356,190,37198,0,"Mar"
"1318",3,"2020_03_16_21",12396,43151,55547,20,335445,188,3628,0,"Mar"
"1319",3,"2020_03_16_22",11554,42513,54067,18,311953,261,25869,0,"Mar"
"1320",3,"2020_03_16_23",8385,32631,41016,6,311856,345,79442,0,"Mar"
"1321",3,"2020_03_17_00",9739,40282,50021,27,350755,485,59140,0,"Mar"
"1322",3,"2020_03_17_01",14601,76606,91207,29,311760,470,79110,0,"Mar"
"1323",3,"2020_03_17_02",18079,102875,120954,37,311808,477,15360,0,"Mar"
"1324",3,"2020_03_17_03",17849,110145,127994,49,350682,726,4103,0,"Mar"
"1325",3,"2020_03_17_04",12758,77406,90164,35,350673,962,2328,0,"Mar"
"1326",3,"2020_03_17_05",17111,103881,120992,30,350671,922,4839,0,"Mar"
"1327",3,"2020_03_17_06",16577,86827,103404,32,336065,585,28267,0,"Mar"
"1328",3,"2020_03_17_07",20271,91422,111693,36,350661,307,58494,0,"Mar"
"1329",3,"2020_03_17_08",19679,84511,104190,37,350645,223,7271,0,"Mar"
"1330",3,"2020_03_17_09",23111,101370,124481,56,401448,223,4637,0,"Mar"
"1331",3,"2020_03_17_10",20031,96115,116146,61,401464,243,4296,0,"Mar"
"1332",3,"2020_03_17_11",22539,104516,127055,54,401262,213,9175,0,"Mar"
"1333",3,"2020_03_17_12",16262,70045,86307,55,401472,311,15262,0,"Mar"
"1334",3,"2020_03_17_13",20864,96135,116999,55,401234,211,46510,0,"Mar"
"1335",3,"2020_03_17_14",17699,75140,92839,30,401511,209,23767,0,"Mar"
"1336",3,"2020_03_17_15",23172,97359,120531,50,401380,180,42162,0,"Mar"
"1337",3,"2020_03_17_16",23025,98669,121694,57,401371,158,48525,0,"Mar"
"1338",3,"2020_03_17_17",16199,65701,81900,42,401331,188,4144,0,"Mar"
"1339",3,"2020_03_17_18",24511,103816,128327,53,401124,145,27745,0,"Mar"
"1340",3,"2020_03_17_19",24530,104607,129137,69,401271,139,12269,0,"Mar"
"1341",3,"2020_03_17_20",21576,95714,117290,63,401335,122,23946,0,"Mar"
"1342",3,"2020_03_17_21",16893,70805,87698,39,401201,158,9394,0,"Mar"
"1343",3,"2020_03_17_22",17389,79985,97374,39,401321,179,39073,0,"Mar"
"1344",3,"2020_03_17_23",15662,76297,91959,47,401326,261,3357,0,"Mar"
"1345",3,"2020_03_18_00",5073,21173,26246,12,401159,720.5,28603,0,"Mar"
"1346",3,"2020_03_18_01",7835,32822,40657,15,401332,710,17007,0,"Mar"
"1347",3,"2020_03_18_02",7608,32753,40361,16,401159,862,23085,0,"Mar"
"1348",3,"2020_03_18_03",5155,22598,27753,4,401584,1050,3551,0,"Mar"
"1349",3,"2020_03_18_04",7131,32599,39730,6,401231,1011,20718,0,"Mar"
"1350",3,"2020_03_18_05",5161,24121,29282,9,401251,1153.5,11464,0,"Mar"
"1351",3,"2020_03_18_06",5224,22663,27887,11,401584,837,15486,0,"Mar"
"1352",3,"2020_03_18_07",2325,7918,10243,5,401385,376,2929,0,"Mar"
"1353",3,"2020_03_18_08",2913,10863,13776,3,401338,319,1048,0,"Mar"
"1354",3,"2020_03_18_09",6078,22904,28982,9,401480,338,16040,0,"Mar"
"1355",3,"2020_03_18_10",9065,31801,40866,10,401341,302,9360,0,"Mar"
"1356",3,"2020_03_18_11",9754,33276,43030,18,401435,293,15209,0,"Mar"
"1357",3,"2020_03_18_12",6267,22543,28810,7,401319,331.5,13819,0,"Mar"
"1358",3,"2020_03_18_13",22095,82996,105091,38,401376,175,19639,0,"Mar"
"1359",3,"2020_03_18_14",25475,99023,124498,46,401380,188,15611,0,"Mar"
"1360",3,"2020_03_18_15",23020,87055,110075,47,401158,165,296051,0,"Mar"
"1361",3,"2020_03_18_16",24480,89250,113730,35,401427,115,11817,0,"Mar"
"1362",3,"2020_03_18_17",24348,91078,115426,53,401461,116,25492,0,"Mar"
"1363",3,"2020_03_18_18",25918,96321,122239,66,401389,113,9728,0,"Mar"
"1364",3,"2020_03_18_19",23605,87342,110947,47,401239,95,17156,0,"Mar"
"1365",3,"2020_03_18_20",25109,90803,115912,52,401134,117,298509,0,"Mar"
"1366",3,"2020_03_18_21",19550,73203,92753,30,401431,149,28755,0,"Mar"
"1367",3,"2020_03_18_22",16954,64594,81548,29,401480,145,52974,0,"Mar"
"1368",3,"2020_03_18_23",25422,102996,128418,37,401306,207,34406,0,"Mar"
"1369",3,"2020_03_19_00",24062,103699,127761,46,401428,273,15292,0,"Mar"
"1370",3,"2020_03_19_01",21298,96701,117999,37,401449,318,46319,0,"Mar"
"1371",3,"2020_03_19_02",22209,103990,126199,38,401244,357,215048,0,"Mar"
"1372",3,"2020_03_19_03",22246,104747,126993,28,401537,410,245461,0,"Mar"
"1373",3,"2020_03_19_04",20408,98506,118914,28,401515,464,1263,0,"Mar"
"1374",3,"2020_03_19_05",19711,96876,116587,29,401509,459,2211,0,"Mar"
"1375",3,"2020_03_19_06",22091,101771,123862,35,401320,369,12147,0,"Mar"
"1376",3,"2020_03_19_07",24557,99063,123620,41,401265,225,10879,0,"Mar"
"1377",3,"2020_03_19_08",21920,91705,113625,41,401342,180,4692,0,"Mar"
"1378",3,"2020_03_19_09",25185,98522,123707,48,401463,172,11411,0,"Mar"
"1379",3,"2020_03_19_10",25966,98896,124862,44,401428,149,3439,0,"Mar"
"1380",3,"2020_03_19_11",23150,88647,111797,50,401201,141,3867,0,"Mar"
"1381",3,"2020_03_19_12",25496,95597,121093,45,401190,139,414625,0,"Mar"
"1382",3,"2020_03_19_13",27587,98601,126188,40,401558,119,250993,0,"Mar"
"1383",3,"2020_03_19_14",25006,89203,114209,45,401243,114,7065,0,"Mar"
"1384",3,"2020_03_19_15",26163,93425,119588,51,401492,123,14767,0,"Mar"
"1385",3,"2020_03_19_16",27020,97315,124335,49,361491,131,47096,0,"Mar"
"1386",3,"2020_03_19_17",26271,92558,118829,55,401330,116,242367,0,"Mar"
"1387",3,"2020_03_19_18",26841,92688,119529,62,401484,88,5650,0,"Mar"
"1388",3,"2020_03_19_19",27288,96445,123733,44,401318,99,53236,0,"Mar"
"1389",3,"2020_03_19_20",27167,98117,125284,56,401167,105,2864,0,"Mar"
"1390",3,"2020_03_19_21",25329,92722,118051,48,361736,105,8572,0,"Mar"
"1391",3,"2020_03_19_22",24518,96388,120906,51,401440,153,50225,0,"Mar"
"1392",3,"2020_03_19_23",25326,101698,127024,45,401559,193,5370,0,"Mar"
"1393",3,"2020_03_20_00",24437,99503,123940,57,401558,206,17638,0,"Mar"
"1394",3,"2020_03_20_01",23633,99758,123391,42,361418,248,12331,0,"Mar"
"1395",3,"2020_03_20_02",21551,96653,118204,30,401457,292,10913,0,"Mar"
"1396",3,"2020_03_20_03",22415,103449,125864,37,401488,358,81427,0,"Mar"
"1397",3,"2020_03_20_04",22556,105576,128132,39,361743,407,13364,0,"Mar"
"1398",3,"2020_03_20_05",20976,97344,118320,36,361722,396,1400,0,"Mar"
"1399",3,"2020_03_20_06",23318,97445,120763,45,361335,253,6417,0,"Mar"
"1400",3,"2020_03_20_07",28091,96919,125010,37,361771,145,9035,0,"Mar"
"1401",3,"2020_03_20_08",23997,92070,116067,48,401467,151,5113,0,"Mar"
"1402",3,"2020_03_20_09",25345,95540,120885,38,401088,136,20228,0,"Mar"
"1403",3,"2020_03_20_10",26835,98006,124841,58,361377,128,3598,0,"Mar"
"1404",3,"2020_03_20_11",24548,93726,118274,55,361650,135,28801,0,"Mar"
"1405",3,"2020_03_20_12",24879,94471,119350,51,401268,134,14512,0,"Mar"
"1406",3,"2020_03_20_13",26183,98004,124187,35,401167,129,9384,0,"Mar"
"1407",3,"2020_03_20_14",26390,98082,124472,57,401226,132,8631,0,"Mar"
"1408",3,"2020_03_20_15",25021,89418,114439,59,361506,109,49825,0,"Mar"
"1409",3,"2020_03_20_16",28942,100589,129531,49,361545,99,19574,0,"Mar"
"1410",3,"2020_03_20_17",29489,101013,130502,56,401556,85,128433,0,"Mar"
"1411",3,"2020_03_20_18",26972,92000,118972,52,361557,75,7405,0,"Mar"
"1412",3,"2020_03_20_19",29587,99295,128882,63,401509,68,15261,0,"Mar"
"1413",3,"2020_03_20_20",30780,100687,131467,70,401379,64,3218,0,"Mar"
"1414",3,"2020_03_20_21",26008,89628,115636,59,401239,65,5681,0,"Mar"
"1415",3,"2020_03_20_22",29523,102061,131584,56,401375,78,16481,0,"Mar"
"1416",3,"2020_03_20_23",27927,101989,129916,70,362339,102,14599,0,"Mar"
"1417",3,"2020_03_21_00",23995,94185,118180,53,362636,134,12453,0,"Mar"
"1418",3,"2020_03_21_01",23523,98865,122388,51,362897,179,42344,0,"Mar"
"1419",3,"2020_03_21_02",19654,90245,109899,42,363164,231,14979,0,"Mar"
"1420",3,"2020_03_21_03",19846,93239,113085,41,401097,273,4436,0,"Mar"
"1421",3,"2020_03_21_04",19720,94702,114422,46,363641,322,4050,0,"Mar"
"1422",3,"2020_03_21_05",19157,91237,110394,31,363832,326,7231,0,"Mar"
